pid,sentence1,sentence2,label,clean_sentence1,clean_sentence2
54861,what is the meaning of chatbot,chatbot meaning,1,what is the mean of chatbot,chatbot mean
3468,any cashback on flight tickets,Some awesome cashback offers on flights.,0,ani cashback on flight ticket,some awesom cashback offer on flight
37103,May I please know the Premium for WAAC,Help me with the Premium for WAAC,1,may i pleas know the premium for waac,help me with the premium for waac
64300,I need to book under Student allowance,please book under defence personnel,0,i need to book under student allow,pleas book under defenc personnel
70112,Get to see the studio,We would like to see channels related to,0,get to see the studio,we would like to see channel relat to
15585,Transaction successful,When will transaction success,1,transact success,when will transact success
35727,Give 10 miss,I need 2 tickets,0,give 10 miss,i need 2 ticket
40010,What features does Total Secure plan has,what is the premium for Total Secure,0,what featur doe total secur plan ha,what is the premium for total secur
5527,How to login,Wow ! That's Great! I was wondering how to watch the watch.,0,how to login,wow that 's great i wa wonder how to watch the watch
40404,looking for Flight Tickets,Is there any reminder for flights ticket,0,look for flight ticket,is there ani remind for flight ticket
29088,looking for Flight Tickets,like to purchase Flight Tickets,0,look for flight ticket,like to purchas flight ticket
7166,Help me with all the details pertaining to Criticare+,All Details,0,help me with all the detail pertain to criticare+,all detail
3812,schedule a reminder appointment,set reminder,0,schedul a remind appoint,set remind
69520,modify address,Procedure to change address,1,modifi address,procedur to chang address
463,I want to delete all my reminders,I would like to cancel my,0,i want to delet all my remind,i would like to cancel my
19105,available train tickets from vizag to Mumbai,I want to know the flight prices to Delhi,0,avail train ticket from vizag to mumbai,i want to know the flight price to delhi
12933,Cash back is not come in my wallet,Cash back not recieved,0,cash back is not come in my wallet,cash back not reciev
40001,hard to use,the website was easy to use,0,hard to use,the websit wa easi to use
53591,Check Bollywood Score & Rank,Check yesterday's bollywood leaderboard,0,check bollywood score rank,check yesterday 's bollywood leaderboard
45427,tell me about upcoming workshops and events,tell me about events,0,tell me about upcom workshop and event,tell me about event
2227,I would like to change my  medicine reminder,make a reminder medicine,0,i would like to chang my medicin remind,make a remind medicin
33013,I need an Ola,I want ola at 5th November for 6 pm,0,i need an ola,i want ola at 5th novemb for 6 pm
17389,My refund amount,money will be refunded or not,1,my refund amount,money will be refund or not
26251,is auto connect free,what is auto connect,0,is auto connect free,what is auto connect
16600,get otp,didnt get OTP,1,get otp,didnt get otp
71473,Alert me when price drops,Inform me when the fare decreases,0,alert me when price drop,inform me when the fare decreas
48121,That order ID is correct,I gave a true order ID,0,that order id is correct,i gave a true order id
36549,Getting a license to air your channel,Terms and conditions to air your channels,1,get a licens to air your channel,term and condit to air your channel
72236,nearby Dr. Lal pathlab,I need the address of dr lal path,0,nearbi dr. lal pathlab,i need the address of dr lal path
36316,flights to Dubai,I want to know the flight prices to Delhi,0,flight to dubai,i want to know the flight price to delhi
19410,Check Latest status,latest status of today ipl match between DD vs RR,0,check latest statu,latest statu of today ipl match between dd vs rr
7501,book flight,book flight for 2 adults,0,book flight,book flight for 2 adult
44909,I wanna look for flights,Plz list out flights options,0,i wan na look for flight,plz list out flight option
6719,Why invest?,Why should I invest in Mutual funds,1,whi invest,whi should i invest in mutual fund
6741,Can you schedule a reminder to wish someone on their anniversary,"Hey, can you remind me to wish someone Happy Birthday? .",0,can you schedul a remind to wish someon on their anniversari,hey can you remind me to wish someon happi birthday
9257,eligibility criteria for criticare,whats the eligibility criteria,0,elig criteria for criticar,what the elig criteria
20998,Give me more results,show more reminders,0,give me more result,show more remind
3069,want reminder for anniversary,set reminder anniversary,1,want remind for anniversari,set remind anniversari
58669,provide me Flight Tickets,i want flights from mumbai to delhi,0,provid me flight ticket,i want flight from mumbai to delhi
59367,I need to add nominee Details for CDSL,Can I update multiple Nominee detail?,0,i need to add nomine detail for cdsl,can i updat multipl nomine detail
51167,pin on chat,pin not working,0,pin on chat,pin not work
32982,call to remind phone,I need a call to remind me to drink water,0,call to remind phone,i need a call to remind me to drink water
7075,Referral cashback not received,referral cashback,1,referr cashback not receiv,referr cashback
44512,want reminder for appointment,my reminder list,0,want remind for appoint,my remind list
12660,Do u need internet access?,Do you need internet,1,do u need internet access,do you need internet
63797,treatment for bitten tongue,tongue bitten,1,treatment for bitten tongu,tongu bitten
62108,show me flights from mumbai to pune,Flight from delhi to srinagar,1,show me flight from mumbai to pune,flight from delhi to srinagar
44335,status of train,pnr status train,1,statu of train,pnr statu train
33380,I havent receive any One time password,Why am I not receiving a pin number,0,i havent receiv ani one time password,whi am i not receiv a pin number
21086,had not received,Did not Receive Refund,0,had not receiv,did not receiv refund
64051,i want to apply for vle,apply for vle,1,i want to appli for vle,appli for vle
19324,I did not receive my refund on flight cancellation,please cancel my flight alert,0,i did not receiv my refund on flight cancel,pleas cancel my flight alert
366,to buy Flight Tickets,Hi i want to book flight tickets .,1,to buy flight ticket,hi i want to book flight ticket
28694,Want to know Survival Benefits of saral nivesh plan,Assist me with Survival Benefits of saral nivesh plan,1,want to know surviv benefit of saral nivesh plan,assist me with surviv benefit of saral nivesh plan
57783,Show me some offers on flights.,any discount on flight booking,0,show me some offer on flight,ani discount on flight book
40520,Delhi,mumbai to pune,0,delhi,mumbai to pune
49640,Where credit cash back amount,I not get Cash back,0,where credit cash back amount,i not get cash back
53279,What is a procedure to change the company name,What is the Company Name?,0,what is a procedur to chang the compani name,what is the compani name
69626,Stop all reminders,i would like to see all my reminders,0,stop all remind,i would like to see all my remind
37793,Need to know the features of Total Secure plan,Need your help to know the Premium for Total Secure,0,need to know the featur of total secur plan,need your help to know the premium for total secur
71870,Phone pay cash back applicable,Any Cash back offer,0,phone pay cash back applic,ani cash back offer
56477,want trains towards,please find trains,1,want train toward,pleas find train
69989,show  Flight Tickets,Send me flight timings from Mumbai to Delhi,0,show flight ticket,send me flight time from mumbai to delhi
3741,17 kg cylinder,i want to buy 4kg cylinder,0,17 kg cylind,i want to buy 4kg cylind
57466,to buy Flight Tickets,Cheap flight tickets,0,to buy flight ticket,cheap flight ticket
22748,flights to Dubai,want ticket from mumbai to pune,0,flight to dubai,want ticket from mumbai to pune
65183,i want to find a center,Can you help me find centers nearby?,1,i want to find a center,can you help me find center nearbi
32608,Survival Benefit,Assist me with Survival Benefits of my life plan,0,surviv benefit,assist me with surviv benefit of my life plan
14699,wake me,Wake me up,0,wake me,wake me up
5690,like to buy Flight Tickets,I want to check flight bookings,0,like to buy flight ticket,i want to check flight book
39700,Can u send ur picture,Your pic pls,1,can u send ur pictur,your pic pl
30639,charges for getting a new connection,documents required after getting new connections,0,charg for get a new connect,document requir after get new connect
880,Gym,reminder jog,0,gym,remind jog
16690,I would like to change my Horoscope reminder,I want to cancel my horoscope reminder,0,i would like to chang my horoscop remind,i want to cancel my horoscop remind
1937,I want to link multiple bank accounts,What if I wish to receive funds in one bank account and pay from multiple bank accounts?,0,i want to link multipl bank account,what if i wish to receiv fund in one bank account and pay from multipl bank account
57640,More information on dental implants,dentures with dental implants.,0,more inform on dental implant,dentur with dental implant
25648,my offer,Cashback not yet received,0,my offer,cashback not yet receiv
45952,Havent received the cashback,Didnt receive mail yet,0,havent receiv the cashback,didnt receiv mail yet
15206,I want discounts on flights,any cashback on flight tickets,0,i want discount on flight,ani cashback on flight ticket
41585,Total Secure,calculate premium for total secure plus,0,total secur,calcul premium for total secur plu
41358,want train tickets from mumbai to pune,check price for flight from mumbai to pune,0,want train ticket from mumbai to pune,check price for flight from mumbai to pune
9571,Send me the ticket on my mail,Please mail me tickets,1,send me the ticket on my mail,pleas mail me ticket
20368,features of criticare,Assist me with the Key Features of Criticare,1,featur of criticar,assist me with the key featur of criticar
24716,want to check report,please check my report status,1,want to check report,pleas check my report statu
11353,I would like to change my to-do reminder,set a new todo reminder,0,i would like to chang my to-do remind,set a new todo remind
11428,How to become a member?,eligibility to become a borrower,0,how to becom a member,elig to becom a borrow
33667,Will I need internet for your service,I don't want your service,0,will i need internet for your servic,i do n't want your servic
58995,how to link paytm account?,disconnect paytm account,0,how to link paytm account,disconnect paytm account
393,Terms and Conditions,bollywood Terms and Conditions,0,term and condit,bollywood term and condit
33067,cashback on flights,Tutorial for flights coupon code,0,cashback on flight,tutori for flight coupon code
69105,Can I see your photo?,I wnt to see ur pic,1,can i see your photo,i wnt to see ur pic
37028,That was a valid order ID,Can you help me find my order ID?,0,that wa a valid order id,can you help me find my order id
639,Total Secure plus,calculate premium for total secure plus,0,total secur plu,calcul premium for total secur plu
2640,I want some information related to my account and profile,some query related to paytm,0,i want some inform relat to my account and profil,some queri relat to paytm
2890,book train tickets,book a train,1,book train ticket,book a train
28221,want trains from,Can you search a train for me,1,want train from,can you search a train for me
11389,I am a Non Indian Resident,Not a Indian resident,0,i am a non indian resid,not a indian resid
52207,Need to access the wifi,Can I access the WiFi without a PIN number,0,need to access the wifi,can i access the wifi without a pin number
3576,eligibility criteria,Eligibility,0,elig criteria,elig
3898,I would like to change my  exercise reminder,schedule a reminder jog,0,i would like to chang my exercis remind,schedul a remind jog
21979,How to use mobikwik cashback,I want to use referral code,0,how to use mobikwik cashback,i want to use referr code
4475,How much discount the coupon code has,How can I enter coupon code in flights?,0,how much discount the coupon code ha,how can i enter coupon code in flight
42014,Any offer going on,I recharged my mobile using phonepe and I cant find any cashback,0,ani offer go on,i recharg my mobil use phonep and i cant find ani cashback
8522,"In case I am shifting to a new city , can this be transferred and what is the process ?",What is the process of termination ?,0,in case i am shift to a new citi can thi be transfer and what is the process,what is the process of termin
66396,Need to know features of My life,Need to know the features of WAAC,0,need to know featur of my life,need to know the featur of waac
61967,Why 33 kg cylinders and not 47.5 kg cylinders?,17kg,0,whi 33 kg cylind and not 47.5 kg cylind,17kg
1441,And back to kochi on night 03 dec,flight tickets from mumbai to delhi,0,and back to kochi on night 03 dec,flight ticket from mumbai to delhi
34993,I need flight,want Flight Tickets,1,i need flight,want flight ticket
3826,I would like to cancel my,I want to cancel my reminder,1,i would like to cancel my,i want to cancel my remind
31672,When will Get my sign up refund fee?,when will i get cashback,0,when will get my sign up refund fee,when will i get cashback
75519,Is there any offer for bill pay?,Electricity bill offer,1,is there ani offer for bill pay,electr bill offer
71493,match updates get,Stop match updates,0,match updat get,stop match updat
53898,want reminder for drink water,send reminder,0,want remind for drink water,send remind
43117,prepare a reminder birthday,reminder birthday,1,prepar a remind birthday,remind birthday
18224,please book under defence personnel,book under senior citizen,0,pleas book under defenc personnel,book under senior citizen
31470,Do you sell regulators separately without the new connection,new connection,0,do you sell regul separ without the new connect,new connect
37780,We can play quiz,I want to play the quiz,1,we can play quiz,i want to play the quiz
26952,I cant find my lab ID,I don't have lab ID,0,i cant find my lab id,i do n't have lab id
10108,Plan it for me,schedule a reminder,0,plan it for me,schedul a remind
25442,That was the correct order ID,Where can I find my order ID?,0,that wa the correct order id,where can i find my order id
64869,How to pay,I don't know how to connect,0,how to pay,i do n't know how to connect
55029,bad customer service,the customer service was great,0,bad custom servic,the custom servic wa great
9037,I want to pay electricity bill of Dakshin Haryana Bijli Vitran Nigam.It does not exist in bill dropbox.,I want to pay electricity bill,0,i want to pay electr bill of dakshin haryana bijli vitran nigam.it doe not exist in bill dropbox,i want to pay electr bill
72983,"Hey, can you set a reminder for me to wish anniversary?  .",schedule a reminder,0,hey can you set a remind for me to wish anniversari,schedul a remind
33732,"Sedan,Interior Premium","Sedan,Interior Premium Plus",1,sedan interior premium,sedan interior premium plu
7717,Society Formation,Charges of Society formation,0,societi format,charg of societi format
56029,I need a reminder for meeting,my reminder list,0,i need a remind for meet,my remind list
70861,set reminder drink water,Can you schedule a reminder for walk,0,set remind drink water,can you schedul a remind for walk
74055,Email me my flight tickets,Hi i want to book flight tickets .,0,email me my flight ticket,hi i want to book flight ticket
2424,Can I get the fare rates of flights from Amritsar to Hyderabad for Dec 3,Need to know the rates for flight,0,can i get the fare rate of flight from amritsar to hyderabad for dec 3,need to know the rate for flight
69758,What is the composition of your LPG which is supplied to domestic customers,Do you only supply Domestic customers?,0,what is the composit of your lpg which is suppli to domest custom,do you onli suppli domest custom
31915,to buy Flight Tickets,I need to book a flight,1,to buy flight ticket,i need to book a flight
20339,Give me information about Survival Benefits,What will be the Survival Benefits of my life,0,give me inform about surviv benefit,what will be the surviv benefit of my life
31959,Cashback is not received,Didn't receive Refund,0,cashback is not receiv,did n't receiv refund
33658,That's the right order ID,Where is my order ID?,0,that 's the right order id,where is my order id
62962,Any Coupons available on train.,Available train,0,ani coupon avail on train,avail train
36074,Any cashback on train tickets,I want offers on train tickets,1,ani cashback on train ticket,i want offer on train ticket
17990,still not functional,still doesnt work,0,still not function,still doesnt work
15695,May I please know the Premium for Criticare,May I please know the Premium for Total Secure,0,may i pleas know the premium for criticar,may i pleas know the premium for total secur
9448,Mutual Fund,risk of mutual funds,0,mutual fund,risk of mutual fund
75816,search flights,want Flight Tickets,1,search flight,want flight ticket
33440,stop flight fare alert,stop the flight alert,0,stop flight fare alert,stop the flight alert
17035,how much does the test cost,I wanted to know the HCV RNA blood test fee,0,how much doe the test cost,i want to know the hcv rna blood test fee
96,want flight fare alert,set cheapest fare alert,0,want flight fare alert,set cheapest fare alert
3604,i want to go from mumbai to pune,i want to go to bengluru,0,i want to go from mumbai to pune,i want to go to bengluru
10644,I would like to get insurance,"Hey, can you help me get insurance .",1,i would like to get insur,hey can you help me get insur
67077,car park plan,Level of Car park,0,car park plan,level of car park
53843,How much I will hate cash back,Can give me details about my haptik cash back,0,how much i will hate cash back,can give me detail about my haptik cash back
5105,No this is my lab id,Bill reciept for lab id,0,no thi is my lab id,bill reciept for lab id
61155,Did not get my cashback,How will i get. Cashback,0,did not get my cashback,how will i get cashback
57318,Any cash back available for electricity bill,Electric bill payment,0,ani cash back avail for electr bill,electr bill payment
47154,Cost is so highly,Too high,0,cost is so highli,too high
53547,electricity bill pay offers,pay my bill.,0,electr bill pay offer,pay my bill
23301,modification Reminder to Call,remind me to do exercise,0,modif remind to call,remind me to do exercis
67488,I need to book a flight,Please help me with flight booking,0,i need to book a flight,pleas help me with flight book
37743,looking for Flight Tickets,I want to book flight tickets for Christmas,0,look for flight ticket,i want to book flight ticket for christma
21774,recommend some book store near me,help me with book store near me,1,recommend some book store near me,help me with book store near me
46780,facing issues with app,Still facing issue,0,face issu with app,still face issu
35115,Set an alarm for me to call someone,Alarm to drink water,0,set an alarm for me to call someon,alarm to drink water
65414,which team do you like?,Which team will win the match today,0,which team do you like,which team will win the match today
25350,home sample pickup,home sample,1,home sampl pickup,home sampl
30513,I need to book a cab for next week,I want to book a cab,0,i need to book a cab for next week,i want to book a cab
15535,sim is not active,no active sim,0,sim is not activ,no activ sim
11264,Key features please,Explain me the key features of Total Secure,0,key featur pleas,explain me the key featur of total secur
202,How to download invoice?,how to download my reports,0,how to download invoic,how to download my report
3566,no i am not married,I am married,0,no i am not marri,i am marri
61536,car park plan in agreement,I need details of the car park,0,car park plan in agreement,i need detail of the car park
28006,Thums up,what does thums up contain,0,thum up,what doe thum up contain
58922,how can i see  my test report online ?,I want to check my widal test report,0,how can i see my test report onlin,i want to check my widal test report
482,BSNL landline bill payment is not available in this site,WBSCDCL not available here,0,bsnl landlin bill payment is not avail in thi site,wbscdcl not avail here
34392,LPG for home,home lpg cylinder,1,lpg for home,home lpg cylind
43780,Took too long to change my ticket,Not helpful when I needed to change my ticket,0,took too long to chang my ticket,not help when i need to chang my ticket
40891,cash back not received,Cash back not received Amazon pay,1,cash back not receiv,cash back not receiv amazon pay
16988,Do u have any promocode,any offers on buses,0,do u have ani promocod,ani offer on buse
9326,Show my latest rank,My rank?,0,show my latest rank,my rank
5900,still doesn't work,Didnt work,0,still doe n't work,didnt work
40730,who can become a borrower on paisa dukan,lenders become a Borrower,0,who can becom a borrow on paisa dukan,lender becom a borrow
19577,how to add a debit card,i am unable to use rupay debit card,0,how to add a debit card,i am unabl to use rupay debit card
5120,What are the Seeding programs?,Seeding Programs,1,what are the seed program,seed program
9122,Please never do that,he never understood,0,pleas never do that,he never understood
72594,"Hey, can you help me with flight . .",Help me with flight booking,1,hey can you help me with flight,help me with flight book
17484,My invite code is blocked,find my invite code,0,my invit code is block,find my invit code
74196,Tutorial for flights coupons,Tutorial for flights coupon code,1,tutori for flight coupon,tutori for flight coupon code
39478,"I checked, the order ID given is correct",I can't find my order ID,0,i check the order id given is correct,i ca n't find my order id
14950,Any cashback on train tickets,any cashback on trains,1,ani cashback on train ticket,ani cashback on train
4847,fund transfer,transfer funds now,0,fund transfer,transfer fund now
55288,Can I close my account without transferring my shares?,How can I transfer my shares?,0,can i close my account without transfer my share,how can i transfer my share
36247,smart home solutions,home solutions,1,smart home solut,home solut
249,I have already given,already sent the ticket,1,i have alreadi given,alreadi sent the ticket
9295,Have received One time password now,not receiving OTP,0,have receiv one time password now,not receiv otp
21150,I need your help,Please send your pic,0,i need your help,pleas send your pic
64399,Tell me exact fare from Mumbai to mangalore,I want to know the flight prices to Delhi,0,tell me exact fare from mumbai to mangalor,i want to know the flight price to delhi
22437,I want to cancel my flight trip,I want to cancel my ticket,0,i want to cancel my flight trip,i want to cancel my ticket
75444,I wanna know about Survival Benefits,Survival Benefit of My Life,0,i wan na know about surviv benefit,surviv benefit of my life
56453,Airline does not charge convenience fee,How much is the convenience fees,0,airlin doe not charg conveni fee,how much is the conveni fee
7979,not working,it worked,0,not work,it work
35040,Book flight,transaction fees on flight booking,0,book flight,transact fee on flight book
62854,Your Prices too high,price is high,1,your price too high,price is high
67861,process to rent unit,Who will pay the land rent to EDC after the possession is given?,0,process to rent unit,who will pay the land rent to edc after the possess is given
52059,I want to book bus tickets for Guru Nank Jayanti,No bus ticket booking,0,i want to book bu ticket for guru nank jayanti,no bu ticket book
68460,Key features of Total Secure,Help me with the Total Secure plan,0,key featur of total secur,help me with the total secur plan
62511,Nearby wine shop,Wine shops,1,nearbi wine shop,wine shop
66529,Reserving was super timing consuming,very time consuming,0,reserv wa super time consum,veri time consum
50641,Cash back not come,Cash back how much,0,cash back not come,cash back how much
54886,tell me about discount deal on flight booking,I want offers on flights,0,tell me about discount deal on flight book,i want offer on flight
23920,I need to book tickets,i want to buy a bike,0,i need to book ticket,i want to buy a bike
4735,calculate premium for total secure,calculate premium for total secure plus,1,calcul premium for total secur,calcul premium for total secur plu
52567,Train ticket booking,book train tickets,1,train ticket book,book train ticket
44299,Need your help to know the Premium for Total Secure,Total Secure plus,0,need your help to know the premium for total secur,total secur plu
44098,services included in corporate tours,customize corporate tours,0,servic includ in corpor tour,custom corpor tour
27865,please find trains,show train schedule,1,pleas find train,show train schedul
8262,Mutual Funds,Is mutual funds risky?,0,mutual fund,is mutual fund riski
42774,find nearby,I want nearby theatre,0,find nearbi,i want nearbi theatr
41800,Are there any discount or cashback offers,any offer running on flights,0,are there ani discount or cashback offer,ani offer run on flight
66651,closest wifi,share me nearby wi-fi,1,closest wifi,share me nearbi wi-fi
27421,what is my Phone Pay balance?,Hi! I want to pay my phone bill .,0,what is my phone pay balanc,hi i want to pay my phone bill
12762,Wana know abt charges... Service,how much salon services cost?,0,wana know abt charg ... servic,how much salon servic cost
28017,No One time password received yet,One time password Received,1,no one time password receiv yet,one time password receiv
51682,Availability of food,Information on availability of food.,1,avail of food,inform on avail of food
14203,recommend me Flight Tickets,What is the check-in baggage limit for the flight you suggested,0,recommend me flight ticket,what is the check-in baggag limit for the flight you suggest
75143,What will be the premium for Criticare,May I please know the Premium for Criticare,1,what will be the premium for criticar,may i pleas know the premium for criticar
49488,I want to raise a complaint,I need to raise a compaint,0,i want to rais a complaint,i need to rais a compaint
70587,show all flights,share all flights,0,show all flight,share all flight
36997,Cancel wake up call for tomorrow morning,give me a wake up call,0,cancel wake up call for tomorrow morn,give me a wake up call
56879,buy foreign exchange in advance,documents to buy foreign currency,0,buy foreign exchang in advanc,document to buy foreign currenc
37009,I want to check the live status of a train.,I want to check PNR status of my train ticket. Can you help me?,0,i want to check the live statu of a train,i want to check pnr statu of my train ticket can you help me
12461,transfer money to my account,I want to know the flight prices to Delhi,0,transfer money to my account,i want to know the flight price to delhi
12708,Find me a train,show train schedule,1,find me a train,show train schedul
40894,help me with money saving tips,send me money saving tips daily,0,help me with money save tip,send me money save tip daili
39404,i would like to book a beauty service,book beauty,1,i would like to book a beauti servic,book beauti
32291,referral code blocked,invite code blocked,1,referr code block,invit code block
48489,Casback is not recieve,24 hours still not got cashback,0,casback is not reciev,24 hour still not got cashback
57,stop the flight alert,Flight alerts,1,stop the flight alert,flight alert
65731,Any offer for Airtel number,I recharged my mobile using phonepe and I cant find any cashback,0,ani offer for airtel number,i recharg my mobil use phonep and i cant find ani cashback
26531,recommend Flight Tickets,I need flight,1,recommend flight ticket,i need flight
71824,drawbacks of root canal,root canal steps,0,drawback of root canal,root canal step
61663,information required to login,I am not able to login,0,inform requir to login,i am not abl to login
34454,tell me about discount deal on flight ticket,any discount on flight booking,0,tell me about discount deal on flight ticket,ani discount on flight book
34463,Need to know the features of Total Secure plan,calculate premium for total secure plus,0,need to know the featur of total secur plan,calcul premium for total secur plu
14827,Customer service was rude,customer service was great,0,custom servic wa rude,custom servic wa great
17563,set reminder anniversary,set a reminder,0,set remind anniversari,set a remind
5445,possession date for my project changed?,What is the Completion date of my project,0,possess date for my project chang,what is the complet date of my project
26640,add a debit card,how to add a debit card,1,add a debit card,how to add a debit card
27582,Ipl matches today,Who won yesterday's match,0,ipl match today,who won yesterday 's match
13789,Survival Benefit,Give me the information about Survival Benefits for Saral Nivesh,0,surviv benefit,give me the inform about surviv benefit for saral nivesh
32685,find Flight Tickets,I want to book flight tickets for Diwali,0,find flight ticket,i want to book flight ticket for diwali
4953,to buy Flight Tickets,I want the boarding pass for my flight,0,to buy flight ticket,i want the board pass for my flight
68450,What airlines do you use in a group tour?,airlines used for group tours,1,what airlin do you use in a group tour,airlin use for group tour
62532,looking Flight Tickets,I want to book flight tickets Can you help me,0,look flight ticket,i want to book flight ticket can you help me
75857,Included services in corporate tours,Included services in a group tour,0,includ servic in corpor tour,includ servic in a group tour
57198,when did you start charging convenience fee,How much is convenience charge,0,when did you start charg conveni fee,how much is conveni charg
1004,Can you schedule a reminder for exercise,prepare a reminder jog,1,can you schedul a remind for exercis,prepar a remind jog
19695,What is the tax benefit,tax benefit',1,what is the tax benefit,tax benefit
24654,Book flight,I want to re-schedule a flight booking,0,book flight,i want to re-schedul a flight book
11256,Lamborghini,i want a lamborghini,0,lamborghini,i want a lamborghini
22086,How do you make aspartame?,How is aspartame made?,1,how do you make aspartam,how is aspartam made
22047,Give me a human to speak to.,I don't want to speak,0,give me a human to speak to,i do n't want to speak
35652,remind me to wish my birthday,remind me to,0,remind me to wish my birthday,remind me to
25054,One time password didnt came,pin did not come,1,one time password didnt came,pin did not come
4093,i want discount on flight tickets,any discount on flight booking,0,i want discount on flight ticket,ani discount on flight book
3332,Please refund,I need my refund,0,pleas refund,i need my refund
13473,ok thanks,ok thank q,1,ok thank,ok thank q
35716,book more than one room,Why cant I book more than one room?,1,book more than one room,whi cant i book more than one room
19268,Good Evening,morning,0,good even,morn
1209,Remind me to drink water,remind me to,0,remind me to drink water,remind me to
59240,Process to transfer voucher,process to cancel the unit,0,process to transfer voucher,process to cancel the unit
38730,modification Exercise Reminder,make a reminder exercise,0,modif exercis remind,make a remind exercis
18789,price of test,what is the test rate,1,price of test,what is the test rate
31082,Is there is no coupon code for this flight,Tutorial for flights coupon code,0,is there is no coupon code for thi flight,tutori for flight coupon code
17074,That was a valid order ID,Where can I find my order ID?,0,that wa a valid order id,where can i find my order id
13008,send me reminder to drink water,I would like to view my reminder,0,send me remind to drink water,i would like to view my remind
59932,cash back,I had not received cash back,0,cash back,i had not receiv cash back
42672,What are the key features of GCAP,Share the Key Features of GCAP,1,what are the key featur of gcap,share the key featur of gcap
56867,How can I do payment for trains,How can I do payment for flights,0,how can i do payment for train,how can i do payment for flight
45358,stop alert pnr status,pnr status,0,stop alert pnr statu,pnr statu
68432,I want to set alert for Train booking opening.,stop alert train live status,0,i want to set alert for train book open,stop alert train live statu
36879,I wanna know about Survival Benefits,What will be the Survival Benefits of saral nivesh,0,i wan na know about surviv benefit,what will be the surviv benefit of saral nivesh
38557,tell me my nominee details,Can I update multiple Nominee detail?,0,tell me my nomine detail,can i updat multipl nomine detail
33924,Share some uber coupons,Sharing,0,share some uber coupon,share
32341,check for trains from mumbai to delhi,Flight from delhi to srinagar,0,check for train from mumbai to delhi,flight from delhi to srinagar
17793,modification Wake Up Call,Delete wake up call,0,modif wake up call,delet wake up call
32450,I want to delete all my reminders,I want to cancel my drink water reminder,0,i want to delet all my remind,i want to cancel my drink water remind
39093,schedule a reminder jog,exercise reminder,1,schedul a remind jog,exercis remind
2839,found cheaper fare,Pls send me cheapest fare,0,found cheaper fare,pl send me cheapest fare
7405,Need to book a train,I want to book ticket,0,need to book a train,i want to book ticket
33351,Domestic installation checked,get my domestic installation checked,1,domest instal check,get my domest instal check
7900,Any offers for paying electricity bills,Can i pay  electricity bill using haptik,0,ani offer for pay electr bill,can i pay electr bill use haptik
4502,want reminder for appointment,list of my reminder,0,want remind for appoint,list of my remind
57971,I don't want notifications,Dont send me more from this,0,i do n't want notif,dont send me more from thi
18763,please give armed forces discount,want mumbai to bangalore flights,0,pleas give arm forc discount,want mumbai to bangalor flight
30718,what is my position on the gk leaderboard,Yesterday GK Leaderboard,0,what is my posit on the gk leaderboard,yesterday gk leaderboard
73987,Order Reject,order rejected by RMS,1,order reject,order reject by rm
23195,please help to install,how to instal,1,pleas help to instal,how to instal
4324,still not got amazon cashback,I didn't get my cash back,0,still not got amazon cashback,i did n't get my cash back
30483,Documents Required,"I already have a demat account, do i still need to give you all the required documents?",0,document requir,i alreadi have a demat account do i still need to give you all the requir document
7685,I want to know about another test,I want to know more about travel insurance.,0,i want to know about anoth test,i want to know more about travel insur
31634,"Mini,Interior Premium Plus","Mini,Interior Premium",1,mini interior premium plu,mini interior premium
25760,show your picture,Can u send me your number,0,show your pictur,can u send me your number
55491,how can i use your app,which bot framework you use for your bots?,0,how can i use your app,which bot framework you use for your bot
16263,I am not having visit id,Where to type the lab visit ID,0,i am not have visit id,where to type the lab visit id
37422,book ticket from mumbai to pune,I want bus tickets from,0,book ticket from mumbai to pune,i want bu ticket from
66557,Book me a flight,wana book a flight,0,book me a flight,wana book a flight
66732,suggest me Flight Tickets,I want to book flight tickets for Christmas,0,suggest me flight ticket,i want to book flight ticket for christma
8411,what is the tax to be paid,what is the tax on withdrawal,0,what is the tax to be paid,what is the tax on withdraw
4709,When will i get cashback,when will get success?,0,when will i get cashback,when will get success
74661,Its Working,Not working,0,it work,not work
58106,help me with closest bus stop,bus stop,1,help me with closest bu stop,bu stop
34808,Any Cash back offer,cash back on flights,0,ani cash back offer,cash back on flight
45166,modification Daily Horoscope,daily horoscope updates,0,modif daili horoscop,daili horoscop updat
71502,Is there any offer for airtel,I recharged my mobile using phonepe and I cant find any cashback,0,is there ani offer for airtel,i recharg my mobil use phonep and i cant find ani cashback
23437,your name,what is your name,1,your name,what is your name
60220,Help me with Survival benefits,Need to know the Survival Benefits of saral nivesh plan,0,help me with surviv benefit,need to know the surviv benefit of saral nivesh plan
33764,recommend me nearest place for car repair,"Hey, can you look for the nearest places with Free Wifi .",0,recommend me nearest place for car repair,hey can you look for the nearest place with free wifi
2406,flight tickets from mumbai to delhi,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,0,flight ticket from mumbai to delhi,pleas proceed below flight new delhi to bangalor 1 adult onward flight 3038 jet airway 9w-823 dep 02 50 pm 29 dec
63322,show me current score,current score,1,show me current score,current score
65832,Can u send me your number,Give me your number,1,can u send me your number,give me your number
73458,I want my money back,Where is the cash back,0,i want my money back,where is the cash back
431,IPL tickets,Can you book IPL tickets,1,ipl ticket,can you book ipl ticket
